;Ticker;Company Name;final_name
222;AFAR;Aura FAT Projects Acquisition Corp;AFAR - Aura FAT Projects Acquisition Corp
223;AFBI;Affinity Bancshares, Inc.;AFBI - Affinity Bancshares, Inc.
224;AFCG;AFC Gamma, Inc.;AFCG - AFC Gamma, Inc.
225;AFG;AMERICAN FINANCIAL GROUP INC;AFG - AMERICAN FINANCIAL GROUP INC
226;AFGS;AGRIFORCE GROWING SYSTEMS LTD.;AFGS - AGRIFORCE GROWING SYSTEMS LTD.
227;AFI;Armstrong Flooring, Inc.;AFI - Armstrong Flooring, Inc.
228;AFIB;Acutus Medical, Inc.;AFIB - Acutus Medical, Inc.
229;AFL;AFLAC INC;AFL - AFLAC INC
230;AFRI;Forafric Global PLC;AFRI - Forafric Global PLC
231;AFRM;Affirm Holdings, Inc.;AFRM - Affirm Holdings, Inc.
232;AFSI;Amtrust Financial Services, Inc.;AFSI - Amtrust Financial Services, Inc.
233;AFTC;ConneXionONE Corp.;AFTC - ConneXionONE Corp.
234;AG;FIRST MAJESTIC SILVER CORP;AG - FIRST MAJESTIC SILVER CORP
235;AGBA;AGBA Acquisition Limited;AGBA - AGBA Acquisition Limited
236;AGCO;AGCO CORP /DE;AGCO - AGCO CORP /DE
237;AGE;AgeX Therapeutics, Inc.;AGE - AgeX Therapeutics, Inc.
238;AGEN;Agenus Inc.;AGEN - Agenus Inc.
239;AGFS;AgroFresh Solutions, Inc.;AGFS - AgroFresh Solutions, Inc.
240;AGHI;Agora Holdings, Inc.;AGHI - Agora Holdings, Inc.
241;AGI;Affinion Group, Inc.;AGI - Affinion Group, Inc.
242;AGIO;AGIOS PHARMACEUTICALS INC;AGIO - AGIOS PHARMACEUTICALS INC
243;AGL;agilon health, inc.;AGL - agilon health, inc.
244;AGM;Federal Agricultural Mortgage Corporation;AGM - Federal Agricultural Mortgage Corporation
245;AGN;Allergan plc;AGN - Allergan plc
246;AGNC;American Capital Agency Corp;AGNC - American Capital Agency Corp
247;AGN_old;Allergan Inc.;AGN_old - Allergan Inc.
248;AGO;ASSURED GUARANTY LTD;AGO - ASSURED GUARANTY LTD
249;AGR;Avangrid, Inc.;AGR - Avangrid, Inc.
250;AGS;PlayAGS, Inc.;AGS - PlayAGS, Inc.
251;AGSS;Ameriguard Security Services, Inc.;AGSS - Ameriguard Security Services, Inc.
252;AGTI;Agiliti, Inc.;AGTI - Agiliti, Inc.
253;AGX;ARGAN INC;AGX - ARGAN INC
254;AGYS;AGILYSYS INC;AGYS - AGILYSYS INC
255;AH;R1 RCM INC.;AH - R1 RCM INC.
256;AHCO;AdaptHealth Corp.;AHCO - AdaptHealth Corp.
257;AHFC;AMERICAN HONDA FINANCE CORP;AHFC - AMERICAN HONDA FINANCE CORP
258;AHFD;Active Health Foods, Inc.;AHFD - Active Health Foods, Inc.
259;AHH;Armada Hoffler Properties, Inc.;AHH - Armada Hoffler Properties, Inc.
260;AHL;ASPEN INSURANCE HOLDINGS LTD;AHL - ASPEN INSURANCE HOLDINGS LTD
261;AHPI;ALLIED HEALTHCARE PRODUCTS INC;AHPI - ALLIED HEALTHCARE PRODUCTS INC
262;AHR;American Healthcare REIT, Inc.;AHR - American Healthcare REIT, Inc.
263;AHT;Ashford Hospitality Trust, Inc.;AHT - Ashford Hospitality Trust, Inc.
264;AI;C3.ai, Inc.;AI - C3.ai, Inc.
265;AIB;AIB Acquisition Corporation;AIB - AIB Acquisition Corporation
266;AIG;AMERICAN INTERNATIONAL GROUP INC;AIG - AMERICAN INTERNATIONAL GROUP INC
267;AILIM;Ameren Illinois Company;AILIM - Ameren Illinois Company
268;AIM;AIM ImmunoTech Inc.;AIM - AIM ImmunoTech Inc.
269;AIMC;Altra Industrial Motion Corp.;AIMC - Altra Industrial Motion Corp.
270;AIMD;Ainos, Inc.;AIMD - Ainos, Inc.
271;AIN;Albany International Corp.;AIN - Albany International Corp.
272;AINC;Ashford Inc.;AINC - Ashford Inc.
273;AINV;Apollo Investment Corporation;AINV - Apollo Investment Corporation
274;AIP;Arteris, Inc.;AIP - Arteris, Inc.
275;AIR;AAR CORP;AIR - AAR CORP
276;AIRC;Apartment Income REIT Corp.;AIRC - Apartment Income REIT Corp.
277;AIRG;Airgain, Inc.;AIRG - Airgain, Inc.
278;AIRI;AIR INDUSTRIES GROUP;AIRI - AIR INDUSTRIES GROUP
279;AIRS;AirSculpt Technologies, Inc.;AIRS - AirSculpt Technologies, Inc.
280;AIRTP;Air T, Inc.;AIRTP - Air T, Inc.
281;AIT;APPLIED INDUSTRIAL TECHNOLOGIES INC;AIT - APPLIED INDUSTRIAL TECHNOLOGIES INC
282;AITX;Artificial Intelligence Technology Solutions Inc.;AITX - Artificial Intelligence Technology Solutions Inc.
283;AIV;APARTMENT INVESTMENT & MANAGEMENT CO;AIV - APARTMENT INVESTMENT & MANAGEMENT CO
284;AIZ;ASSURANT INC;AIZ - ASSURANT INC
285;AJBI;AMI JAMES BRANDS, INC.;AJBI - AMI JAMES BRANDS, INC.
286;AJG;GALLAGHER ARTHUR J & CO;AJG - GALLAGHER ARTHUR J & CO
287;AJIA;Ajia Innogroup Holdings, Ltd.;AJIA - Ajia Innogroup Holdings, Ltd.
288;AJRD;AEROJET ROCKETDYNE HOLDINGS, INC.;AJRD - AEROJET ROCKETDYNE HOLDINGS, INC.
289;AJX;Great Ajax Corp.;AJX - Great Ajax Corp.
290;AKA;a.k.a. Brands Holding Corp.;AKA - a.k.a. Brands Holding Corp.
291;AKAM;AKAMAI TECHNOLOGIES INC;AKAM - AKAMAI TECHNOLOGIES INC
292;AKBA;Akebia Therapeutics, Inc.;AKBA - Akebia Therapeutics, Inc.
293;AKLI;Akili, Inc.;AKLI - Akili, Inc.
294;AKOM;Aerkomm Inc.;AKOM - Aerkomm Inc.
295;AKR;ACADIA REALTY TRUST;AKR - ACADIA REALTY TRUST
296;AKRO;Akero Therapeutics, Inc.;AKRO - Akero Therapeutics, Inc.
297;AKRX;AKORN INC;AKRX - AKORN INC
298;AKS;AK STEEL HOLDING CORP;AKS - AK STEEL HOLDING CORP
299;AKTS;Akoustis Technologies, Inc.;AKTS - Akoustis Technologies, Inc.
300;AKTX;Akari Therapeutics, Plc;AKTX - Akari Therapeutics, Plc
301;AKU;Akumin Inc.;AKU - Akumin Inc.
302;AKYA;Akoya Biosciences, Inc.;AKYA - Akoya Biosciences, Inc.
303;AL;AIR LEASE CORP;AL - AIR LEASE CORP
304;ALB;ALBEMARLE CORP;ALB - ALBEMARLE CORP
305;ALBO;Albireo Pharma, Inc.;ALBO - Albireo Pharma, Inc.
306;ALCC;AltC Acquisition Corp.;ALCC - AltC Acquisition Corp.
307;ALCO;ALICO INC;ALCO - ALICO INC
308;ALCY;Alchemy Investments Acquisition Corp 1;ALCY - Alchemy Investments Acquisition Corp 1
309;ALDX;Aldeyra Therapeutics, Inc.;ALDX - Aldeyra Therapeutics, Inc.
310;ALE;Allete Inc;ALE - Allete Inc
311;ALEC;Alector, Inc.;ALEC - Alector, Inc.
312;ALEX;Alexander & Baldwin, Inc.;ALEX - Alexander & Baldwin, Inc.
313;ALG;ALAMO GROUP INC;ALG - ALAMO GROUP INC
314;ALGM;Allegro MicroSystems, Inc.;ALGM - Allegro MicroSystems, Inc.
315;ALGN;Align Technology Inc;ALGN - Align Technology Inc
316;ALGS;Aligos Therapeutics, Inc.;ALGS - Aligos Therapeutics, Inc.
317;ALGT;Allegiant Travel CO;ALGT - Allegiant Travel CO
318;ALHC;Alignment Healthcare, Inc.;ALHC - Alignment Healthcare, Inc.
319;ALID;Allied Corp.;ALID - Allied Corp.
320;ALIM;Alimera Sciences, Inc.;ALIM - Alimera Sciences, Inc.
321;ALIT;Alight, Inc.;ALIT - Alight, Inc.
322;ALJ;Alon USA Energy, Inc.;ALJ - Alon USA Energy, Inc.
323;ALJJ;ALJ REGIONAL HOLDINGS INC;ALJJ - ALJ REGIONAL HOLDINGS INC
324;ALK;ALASKA AIR GROUP, INC.;ALK - ALASKA AIR GROUP, INC.
325;ALKS;Alkermes PLC;ALKS - Alkermes PLC
326;ALKT;Alkami Technology, Inc.;ALKT - Alkami Technology, Inc.
327;ALL;ALLSTATE CORP;ALL - ALLSTATE CORP
328;ALLE;Allegion plc;ALLE - Allegion plc
329;ALLK;Allakos Inc.;ALLK - Allakos Inc.
330;ALLO;Allogene Therapeutics, Inc.;ALLO - Allogene Therapeutics, Inc.
331;ALLR;Allarity Therapeutics, Inc.;ALLR - Allarity Therapeutics, Inc.
332;ALLY;Ally Financial Inc.;ALLY - Ally Financial Inc.
333;ALMU;Aeluma, Inc.;ALMU - Aeluma, Inc.
334;ALNA;Allena Pharmaceuticals, Inc.;ALNA - Allena Pharmaceuticals, Inc.
335;ALNT;Allient Inc.;ALNT - Allient Inc.
336;ALNY;ALNYLAM PHARMACEUTICALS, INC.;ALNY - ALNYLAM PHARMACEUTICALS, INC.
337;ALOT;AstroNova, Inc.;ALOT - AstroNova, Inc.
338;ALPA;Alpha Healthcare Acquisition Corp. III;ALPA - Alpha Healthcare Acquisition Corp. III
339;ALPC;Alpha Investment Inc.;ALPC - Alpha Investment Inc.
340;ALPN;ALPINE IMMUNE SCIENCES, INC.;ALPN - ALPINE IMMUNE SCIENCES, INC.
341;ALR;ALERE INC.;ALR - ALERE INC.
342;ALRM;Alarm.com Holdings, Inc.;ALRM - Alarm.com Holdings, Inc.
343;ALRN;AILERON THERAPEUTICS INC;ALRN - AILERON THERAPEUTICS INC
344;ALRS;Alerus Financial Corporation;ALRS - Alerus Financial Corporation
345;ALSK;ALASKA COMMUNICATIONS SYSTEMS GROUP INC;ALSK - ALASKA COMMUNICATIONS SYSTEMS GROUP INC
346;ALSN;Allison Transmission Holdings Inc;ALSN - Allison Transmission Holdings Inc
347;ALT;Altimmune, Inc.;ALT - Altimmune, Inc.
348;ALTA;Altabancorp;ALTA - Altabancorp
349;ALTG;Alta Equipment Group Inc.;ALTG - Alta Equipment Group Inc.
350;ALTI;AlTi Global, Inc.;ALTI - AlTi Global, Inc.
351;ALTM;Altus Midstream Co;ALTM - Altus Midstream Co
352;ALTMS;Alta Mesa Holdings, LP;ALTMS - Alta Mesa Holdings, LP
353;ALTO;Alto Ingredients, Inc.;ALTO - Alto Ingredients, Inc.
354;ALTR;Altair Engineering Inc.;ALTR - Altair Engineering Inc.
355;ALTR_delisted;Altera Corp.;ALTR_delisted - Altera Corp.
356;ALUR;Allurion Technologies Inc.;ALUR - Allurion Technologies Inc.
357;ALV;AUTOLIV INC;ALV - AUTOLIV INC
358;ALVR;AlloVir, Inc.;ALVR - AlloVir, Inc.
359;ALX;ALEXANDERS INC;ALX - ALEXANDERS INC
360;ALXN;ALEXION PHARMACEUTICALS INC;ALXN - ALEXION PHARMACEUTICALS INC
361;ALXO;ALX Oncology Holdings Inc.;ALXO - ALX Oncology Holdings Inc.
362;ALZN;Alzamend Neuro, Inc.;ALZN - Alzamend Neuro, Inc.
363;AMAL;Amalgamated Financial Corp.;AMAL - Amalgamated Financial Corp.
364;AMAM;Ambrx Biopharma Inc.;AMAM - Ambrx Biopharma Inc.
365;AMAT;APPLIED MATERIALS INC /DE;AMAT - APPLIED MATERIALS INC /DE
366;AMBA;AMBARELLA INC;AMBA - AMBARELLA INC
367;AMBC;Ambac Financial Group, Inc.;AMBC - Ambac Financial Group, Inc.
368;AMBP;Ardagh Metal Packaging S.A.;AMBP - Ardagh Metal Packaging S.A.
369;AMC;AMC ENTERTAINMENT HOLDINGS, INC.;AMC - AMC ENTERTAINMENT HOLDINGS, INC.
370;AMCIU;AMCI Acquisition Corp. II;AMCIU - AMCI Acquisition Corp. II
371;AMCR;Amcor plc;AMCR - Amcor plc
372;AMCX;Amc Networks Inc;AMCX - Amc Networks Inc
373;AMD;ADVANCED MICRO DEVICES INC;AMD - ADVANCED MICRO DEVICES INC
374;AME;AMETEK INC/;AME - AMETEK INC/
375;AMED;AMEDISYS INC;AMED - AMEDISYS INC
376;AMEH;Apollo Medical Holdings, Inc.;AMEH - Apollo Medical Holdings, Inc.
377;AMG;AFFILIATED MANAGERS GROUP, INC.;AMG - AFFILIATED MANAGERS GROUP, INC.
378;AMGN;AMGEN INC;AMGN - AMGEN INC
379;AMH;American Homes 4 Rent;AMH - American Homes 4 Rent
380;AMHCU;Jasper Therapeutics, Inc.;AMHCU - Jasper Therapeutics, Inc.
381;AMK;AssetMark Financial Holdings, Inc.;AMK - AssetMark Financial Holdings, Inc.
382;AMKR;AMKOR TECHNOLOGY, INC.;AMKR - AMKOR TECHNOLOGY, INC.
383;AMLX;Amylyx Pharmaceuticals, Inc.;AMLX - Amylyx Pharmaceuticals, Inc.
384;AMMJ;American Cannabis Company, Inc.;AMMJ - American Cannabis Company, Inc.
385;AMN;AMN HEALTHCARE SERVICES INC;AMN - AMN HEALTHCARE SERVICES INC
386;AMNB;American National Bankshares Inc.;AMNB - American National Bankshares Inc.
387;AMOT;ALLIED MOTION TECHNOLOGIES INC;AMOT - ALLIED MOTION TECHNOLOGIES INC
388;AMP;AMERIPRISE FINANCIAL INC;AMP - AMERIPRISE FINANCIAL INC
389;AMPE;Ampio Pharmaceuticals, Inc.;AMPE - Ampio Pharmaceuticals, Inc.
390;AMPH;Amphastar Pharmaceuticals, Inc.;AMPH - Amphastar Pharmaceuticals, Inc.
391;AMPL;Amplitude, Inc.;AMPL - Amplitude, Inc.
392;AMPS;Altus Power, Inc.;AMPS - Altus Power, Inc.
393;AMPX;Amprius Technologies, Inc.;AMPX - Amprius Technologies, Inc.
394;AMPY;Amplify Energy Corp.;AMPY - Amplify Energy Corp.
395;AMR;Alpha Metallurgical Resources, Inc.;AMR - Alpha Metallurgical Resources, Inc.
396;AMRC;Ameresco, Inc.;AMRC - Ameresco, Inc.
397;AMRK;A-Mark Precious Metals, Inc.;AMRK - A-Mark Precious Metals, Inc.
398;AMRN;Amarin Corporation plc;AMRN - Amarin Corporation plc
399;AMRS;AMYRIS, INC.;AMRS - AMYRIS, INC.
400;AMRU;AMARU INC;AMRU - AMARU INC
401;AMRX;Amneal Pharmaceuticals, Inc.;AMRX - Amneal Pharmaceuticals, Inc.
402;AMSC;AMERICAN SUPERCONDUCTOR CORP /DE/;AMSC - AMERICAN SUPERCONDUCTOR CORP /DE/
403;AMSF;AMERISAFE, Inc.;AMSF - AMERISAFE, Inc.
404;AMSWA;AMERICAN SOFTWARE INC;AMSWA - AMERICAN SOFTWARE INC
405;AMT;AMERICAN TOWER CORP /MA/;AMT - AMERICAN TOWER CORP /MA/
406;AMTB;Amerant Bancorp Inc.;AMTB - Amerant Bancorp Inc.
407;AMTD;TD AMERITRADE HOLDING CORP;AMTD - TD AMERITRADE HOLDING CORP
408;AMTX;Aemetis, Inc.;AMTX - Aemetis, Inc.
409;AMV;Atlis Motor Vehicles, Inc.;AMV - Atlis Motor Vehicles, Inc.
410;AMWD;AMERICAN WOODMARK CORP;AMWD - AMERICAN WOODMARK CORP
411;AMWL;American Well Corporation;AMWL - American Well Corporation
412;AMZN;AMAZON COM INC;AMZN - AMAZON COM INC
413;AN;AUTONATION, INC.;AN - AUTONATION, INC.
414;ANAB;AnaptysBio, Inc.;ANAB - AnaptysBio, Inc.
415;ANDE;The Andersons, Inc.;ANDE - The Andersons, Inc.
416;ANDV;Andeavor;ANDV - Andeavor
417;ANDX;ANDEAVOR LOGISTICS LP;ANDX - ANDEAVOR LOGISTICS LP
418;ANEB;Anebulo Pharmaceuticals, Inc.;ANEB - Anebulo Pharmaceuticals, Inc.
419;ANET;Arista Networks, Inc.;ANET - Arista Networks, Inc.
420;ANF;ABERCROMBIE & FITCH CO /DE/;ANF - ABERCROMBIE & FITCH CO /DE/
421;ANGI;ANGI Homeservices Inc.;ANGI - ANGI Homeservices Inc.
422;ANGN;Angion Biomedica Corp.;ANGN - Angion Biomedica Corp.
423;ANGO;AngioDynamics, Inc.;ANGO - AngioDynamics, Inc.
424;ANIK;Anika Therapeutics, Inc.;ANIK - Anika Therapeutics, Inc.
425;ANIP;ANI Pharmaceuticals, Inc.;ANIP - ANI Pharmaceuticals, Inc.
426;ANIX;Anixa Biosciences, Inc.;ANIX - Anixa Biosciences, Inc.
427;ANNX;Annexon, Inc.;ANNX - Annexon, Inc.
428;ANRO;Alto Neuroscience, Inc.;ANRO - Alto Neuroscience, Inc.
429;ANSS;ANSYS INC;ANSS - ANSYS INC
430;ANTX;AN2 Therapeutics, Inc.;ANTX - AN2 Therapeutics, Inc.
431;ANVS;Annovis Bio, Inc.;ANVS - Annovis Bio, Inc.
432;ANY;Sphere 3D Corp;ANY - Sphere 3D Corp
433;ANZU;Anzu Special Acquisition Corp I;ANZU - Anzu Special Acquisition Corp I
434;AOMR;Angel Oak Mortgage, Inc.;AOMR - Angel Oak Mortgage, Inc.
435;AON;Aon plc;AON - Aon plc
436;AORT;ARTIVION, INC.;AORT - ARTIVION, INC.
437;AOS;Smith A O Corp;AOS - Smith A O Corp
438;AOSL;ALPHA & OMEGA SEMICONDUCTOR Ltd;AOSL - ALPHA & OMEGA SEMICONDUCTOR Ltd
439;AOUT;American Outdoor Brands, Inc.;AOUT - American Outdoor Brands, Inc.
440;AP;AMPCO PITTSBURGH CORP;AP - AMPCO PITTSBURGH CORP
441;APA;APACHE CORP;APA - APACHE CORP
442;APAM;Artisan Partners Asset Management Inc.;APAM - Artisan Partners Asset Management Inc.
443;APC;ANADARKO PETROLEUM CORP;APC - ANADARKO PETROLEUM CORP
444;APD;AIR PRODUCTS & CHEMICALS INC /DE/;APD - AIR PRODUCTS & CHEMICALS INC /DE/
445;APDN;Applied DNA Sciences, Inc.;APDN - Applied DNA Sciences, Inc.
446;APEI;AMERICAN PUBLIC EDUCATION INC;APEI - AMERICAN PUBLIC EDUCATION INC
447;APEN;Apollo Endosurgery, Inc.;APEN - Apollo Endosurgery, Inc.
448;APG;APi Group Corporation;APG - APi Group Corporation
449;APGE;Apogee Therapeutics, Inc.;APGE - Apogee Therapeutics, Inc.
450;APH;AMPHENOL CORP /DE/;APH - AMPHENOL CORP /DE/
451;APHE;Alpha Energy, Inc.;APHE - Alpha Energy, Inc.
452;APIC;Apigee Corp;APIC - Apigee Corp
453;APLD;Applied Blockchain, Inc.;APLD - Applied Blockchain, Inc.
454;APLE;Apple Hospitality REIT, Inc.;APLE - Apple Hospitality REIT, Inc.
455;APLS;Apellis Pharmaceuticals, Inc.;APLS - Apellis Pharmaceuticals, Inc.
456;APLT;Applied Therapeutics, Inc.;APLT - Applied Therapeutics, Inc.
457;APMI;AxonPrime Infrastructure Acquisition Corporation;APMI - AxonPrime Infrastructure Acquisition Corporation
458;APO;Apollo Global Management LLC;APO - Apollo Global Management LLC
459;APOG;APOGEE ENTERPRISES, INC.;APOG - APOGEE ENTERPRISES, INC.
460;APOP;Cellect Biotechnology Ltd.;APOP - Cellect Biotechnology Ltd.
461;APP;AppLovin Corporation;APP - AppLovin Corporation
462;APPF;APPFOLIO INC;APPF - APPFOLIO INC
463;APPH;AppHarvest, Inc.;APPH - AppHarvest, Inc.
464;APPN;Appian Corporation;APPN - Appian Corporation
465;APPS;Digital Turbine, Inc.;APPS - Digital Turbine, Inc.
466;APRE;Aprea Therapeutics, Inc.;APRE - Aprea Therapeutics, Inc.
467;APRN;Blue Apron Holdings, Inc.;APRN - Blue Apron Holdings, Inc.
468;APT;Alpha Pro Tech, Ltd.;APT - Alpha Pro Tech, Ltd.
469;APTI;Apptio Inc;APTI - Apptio Inc
470;APTM;Alpha Partners Technology Merger Corp.;APTM - Alpha Partners Technology Merger Corp.
471;APTO;Aptose Biosciences Inc.;APTO - Aptose Biosciences Inc.
472;APTV;Aptiv PLC;APTV - Aptiv PLC
473;APTX;Aptinyx Inc.;APTX - Aptinyx Inc.
474;APU;AMERIGAS PARTNERS LP;APU - AMERIGAS PARTNERS LP
475;APVO;Aptevo Therapeutics Inc.;APVO - Aptevo Therapeutics Inc.
476;APXI;APx Acquisition Corp. I;APXI - APx Acquisition Corp. I
477;APY;ChampionX Corp;APY - ChampionX Corp
478;APYX;Apyx Medical Corporation;APYX - Apyx Medical Corporation
479;AQB;AquaBounty Technologies, Inc.;AQB - AquaBounty Technologies, Inc.
480;AQMS;Aqua Metals, Inc.;AQMS - Aqua Metals, Inc.
481;AQST;Aquestive Therapeutics, Inc.;AQST - Aquestive Therapeutics, Inc.
482;AQUA;Evoqua Water Technologies Corp.;AQUA - Evoqua Water Technologies Corp.
483;AR;ANTERO RESOURCES Corp;AR - ANTERO RESOURCES Corp
484;ARA;American Renal Associates Holdings, Inc.;ARA - American Renal Associates Holdings, Inc.
485;ARAV;Aravive, Inc.;ARAV - Aravive, Inc.
486;ARAY;ACCURAY INC;ARAY - ACCURAY INC
487;ARBB;ARB IOT Group Limited;ARBB - ARB IOT Group Limited
488;ARC;ARC Document Solutions, Inc.;ARC - ARC Document Solutions, Inc.
489;ARCB;ARCBEST CORP /DE/;ARCB - ARCBEST CORP /DE/
490;ARCC;Ares Capital Corporation;ARCC - Ares Capital Corporation
491;ARCH;ARCH COAL INC;ARCH - ARCH COAL INC
492;ARCT;Arcturus Therapeutics Holdings Inc.;ARCT - Arcturus Therapeutics Holdings Inc.
493;ARCW;ARC Group Worldwide, Inc.;ARCW - ARC Group Worldwide, Inc.
494;ARD;Ardagh Group S.A.;ARD - Ardagh Group S.A.
495;ARDX;Ardelyx, Inc.;ARDX - Ardelyx, Inc.
496;ARE;Alexandria Real Estate Equities Inc;ARE - Alexandria Real Estate Equities Inc
497;AREC;American Resources Corporation;AREC - American Resources Corporation
498;ARES;Ares Management Corporation;ARES - Ares Management Corporation
499;AREX;Approach Resources Inc;AREX - Approach Resources Inc
500;ARG;Airgas, Inc.;ARG - Airgas, Inc.
501;ARGC;Arion Group Corp.;ARGC - Arion Group Corp.
502;ARGO;Argo Group International Holdings, Ltd.;ARGO - Argo Group International Holdings, Ltd.
503;ARHS;Arhaus, Inc.;ARHS - Arhaus, Inc.
504;ARI;Apollo Commercial Real Estate Finance, Inc.;ARI - Apollo Commercial Real Estate Finance, Inc.
505;ARIS;Aris Water Solutions, Inc.;ARIS - Aris Water Solutions, Inc.
506;ARKO;Arko Corp.;ARKO - Arko Corp.
507;ARKR;ARK RESTAURANTS CORP;ARKR - ARK RESTAURANTS CORP
508;ARL;American Realty Investors, Inc.;ARL - American Realty Investors, Inc.
509;ARLO;Arlo Technologies, Inc.;ARLO - Arlo Technologies, Inc.
510;ARLP;ALLIANCE RESOURCE PARTNERS LP;ARLP - ALLIANCE RESOURCE PARTNERS LP
511;ARM;ARM HOLDINGS PLC /UK;ARM - ARM HOLDINGS PLC /UK
512;ARMK;Aramark;ARMK - Aramark
513;ARMK_old;Aramark Services, Inc.;ARMK_old - Aramark Services, Inc.
514;ARMP;Armata Pharmaceuticals, Inc.;ARMP - Armata Pharmaceuticals, Inc.
515;ARNA;ARENA PHARMACEUTICALS INC;ARNA - ARENA PHARMACEUTICALS INC
516;ARNC;Arconic Corp;ARNC - Arconic Corp
517;ARO;AEROPOSTALE INC;ARO - AEROPOSTALE INC
518;AROC;Archrock, Inc.;AROC - Archrock, Inc.
519;AROW;Arrow Financial Corporation;AROW - Arrow Financial Corporation
520;ARPO;Aadi Bioscience, Inc.;ARPO - Aadi Bioscience, Inc.
521;ARQL;ARQULE INC;ARQL - ARQULE INC
522;ARQQ;Arqit Quantum Inc.;ARQQ - Arqit Quantum Inc.
523;ARQT;Arcutis Biotherapeutics, Inc.;ARQT - Arcutis Biotherapeutics, Inc.
524;ARR;ARMOUR Residential REIT, Inc.;ARR - ARMOUR Residential REIT, Inc.
525;ARRS;Arris Group Inc;ARRS - Arris Group Inc
526;ARRW;Arrowroot Acquisition Corp.;ARRW - Arrowroot Acquisition Corp.
527;ARRY;Array Technologies, Inc.;ARRY - Array Technologies, Inc.
528;ARRY_delisted;ARRAY BIOPHARMA INC;ARRY_delisted - ARRAY BIOPHARMA INC
529;ARTE;Artemis Strategic Investment Corporation;ARTE - Artemis Strategic Investment Corporation
530;ARTEC;Artec Global Media, Inc.;ARTEC - Artec Global Media, Inc.
531;ARTNA;Artesian Resources Corporation;ARTNA - Artesian Resources Corporation
532;ARTW;Art's-Way Manufacturing Co., Inc.;ARTW - Art's-Way Manufacturing Co., Inc.
533;ARTX;AROTECH CORP;ARTX - AROTECH CORP
534;ARVN;ARVINAS, INC.;ARVN - ARVINAS, INC.
535;ARW;Arrow Electronics Inc;ARW - Arrow Electronics Inc
536;ARWR;ARROWHEAD PHARMACEUTICALS, INC.;ARWR - ARROWHEAD PHARMACEUTICALS, INC.
537;ASAN;Asana, Inc.;ASAN - Asana, Inc.
538;ASB;ASSOCIATED BANC-CORP;ASB - ASSOCIATED BANC-CORP
539;ASC;Ardmore Shipping Corporation;ASC - Ardmore Shipping Corporation
540;ASCB;A SPAC II Acquisition Corporation;ASCB - A SPAC II Acquisition Corporation
541;ASCMA;Ascent Capital Group, Inc.;ASCMA - Ascent Capital Group, Inc.
542;ASFH;AsiaFIN Holdings Corp.;ASFH - AsiaFIN Holdings Corp.
543;ASGN;ASGN Inc;ASGN - ASGN Inc
544;ASH;Ashland Global Holdings Inc.;ASH - Ashland Global Holdings Inc.
545;ASIX;AdvanSix Inc.;ASIX - AdvanSix Inc.
546;ASLE;AerSale Corporation;ASLE - AerSale Corporation
547;ASMB;Assembly Biosciences, Inc.;ASMB - Assembly Biosciences, Inc.
548;ASNA;Ascena Retail Group, Inc.;ASNA - Ascena Retail Group, Inc.
549;ASND;Ascendis Pharma A/S;ASND - Ascendis Pharma A/S
550;ASO;Academy Sports & Outdoors, Inc.;ASO - Academy Sports & Outdoors, Inc.
551;ASPI;ASP Isotopes Inc. Common Stock;ASPI - ASP Isotopes Inc. Common Stock
552;ASPN;ASPEN AEROGELS INC;ASPN - ASPEN AEROGELS INC
553;ASPS;Altisource Portfolio Solutions S.A.;ASPS - Altisource Portfolio Solutions S.A.
554;ASPU;ASPEN GROUP, INC.;ASPU - ASPEN GROUP, INC.
555;ASRE;Astra Energy, Inc.;ASRE - Astra Energy, Inc.
556;ASRT;Assertio Holdings, Inc.;ASRT - Assertio Holdings, Inc.
557;ASRV;AmeriServ Financial, Inc.;ASRV - AmeriServ Financial, Inc.
558;ASTC;ASTROTECH Corp;ASTC - ASTROTECH Corp
559;ASTE;Astec Industries, Inc.;ASTE - Astec Industries, Inc.
560;ASTR;Astra Space, Inc.;ASTR - Astra Space, Inc.
561;ASTS;AST SpaceMobile, Inc.;ASTS - AST SpaceMobile, Inc.
562;ASUR;Asure Software, Inc.;ASUR - Asure Software, Inc.
563;ASXC;Asensus Surgical, Inc.;ASXC - Asensus Surgical, Inc.
564;ASYS;AMTECH SYSTEMS INC;ASYS - AMTECH SYSTEMS INC
565;ATAI;Atai Life Sciences N.V.;ATAI - Atai Life Sciences N.V.
566;ATAK;Aurora Technology Acquisition Corp.;ATAK - Aurora Technology Acquisition Corp.
567;ATAX;America First Multifamily Investors, L.P.;ATAX - America First Multifamily Investors, L.P.
568;ATCC;Ameritrust Corporation;ATCC - Ameritrust Corporation
569;ATCX;Atlas Technical Consultants, Inc.;ATCX - Atlas Technical Consultants, Inc.
570;ATEC;Alphatec Holdings, Inc.;ATEC - Alphatec Holdings, Inc.
571;ATEK;Athena Technology Acquisition Corp. II;ATEK - Athena Technology Acquisition Corp. II
572;ATEN;A10 Networks, Inc.;ATEN - A10 Networks, Inc.
573;ATER;Aterian, Inc.;ATER - Aterian, Inc.
574;ATEX;Anterix Inc.;ATEX - Anterix Inc.
575;ATGE;Adtalem Global Education Inc.;ATGE - Adtalem Global Education Inc.
576;ATH;Athene Holding Ltd.;ATH - Athene Holding Ltd.
577;ATHA;Athira Pharma, Inc.;ATHA - Athira Pharma, Inc.
